09:01:37.200,35=D;11=LIT-973;54=2;38=1300;44=91.6;100=L;,35=D;11=DRK-973;54=2;38=700;44=91.5;100=D;
09:01:37.300,35=D;11=LIT-974;54=1;38=1100;44=91.5;100=L;,35=D;11=DRK-974;54=1;38=800;44=91.3;100=D;
09:01:37.400,35=D;11=LIT-975;54=2;38=3000;44=91.6;100=L;,35=D;11=DRK-975;54=2;38=500;44=91.7;100=D;
09:01:37.500,35=D;11=LIT-976;54=1;38=1400;44=91.5;100=L;,35=D;11=DRK-976;54=1;38=400;44=91.7;100=D;
09:01:37.600,35=D;11=LIT-977;54=2;38=700;44=91.6;100=L;,35=D;11=DRK-977;54=2;38=1400;44=91.7;100=D;
09:01:37.700,35=D;11=LIT-978;54=1;38=1400;44=91.4;100=L;,35=D;11=DRK-978;54=1;38=100;44=91.5;100=D;
09:01:37.800,35=D;11=LIT-979;54=2;38=800;44=91.6;100=L;,35=D;11=DRK-979;54=2;38=1000;44=91.6;100=D;
09:01:37.900,35=D;11=LIT-980;54=1;38=2300;44=91.4;100=L;,35=D;11=DRK-980;54=1;38=200;44=91.6;100=D;
09:01:38.000,35=D;11=LIT-981;54=2;38=1000;44=91.4;100=L;,35=D;11=DRK-981;54=2;38=500;44=91.5;100=D;
09:01:38.100,35=D;11=LIT-982;54=1;38=600;44=91.5;100=L;,35=D;11=DRK-982;54=1;38=1000;44=91.3;100=D;
09:01:38.200,35=D;11=LIT-983;54=2;38=2200;44=91.4;100=L;,35=D;11=DRK-983;54=2;38=200;44=91.4;100=D;
09:01:38.300,35=D;11=LIT-984;54=1;38=1000;44=91.3;100=L;,35=D;11=DRK-984;54=1;38=400;44=91.4;100=D;
09:01:38.400,35=D;11=LIT-985;54=2;38=2500;44=91.4;100=L;,35=D;11=DRK-985;54=2;38=1300;44=91.4;100=D;
09:01:38.500,35=D;11=LIT-986;54=1;38=200;44=91.6;100=L;,35=D;11=DRK-986;54=1;38=100;44=91.6;100=D;
09:01:38.600,35=D;11=LIT-987;54=2;38=1700;44=91.8;100=L;,35=D;11=DRK-987;54=2;38=700;44=91.8;100=D;
09:01:38.700,35=D;11=LIT-988;54=1;38=2400;44=91.8;100=L;,35=D;11=DRK-988;54=1;38=200;44=91.8;100=D;
09:01:38.800,35=D;11=LIT-989;54=2;38=2900;44=91.6;100=L;,35=D;11=DRK-989;54=2;38=1000;44=91.5;100=D;
09:01:38.900,35=D;11=LIT-990;54=1;38=1100;44=91.8;100=L;,35=D;11=DRK-990;54=1;38=800;44=91.6;100=D;
09:01:39.000,35=D;11=LIT-991;54=2;38=2600;44=91.8;100=L;,35=D;11=DRK-991;54=2;38=800;44=91.8;100=D;
09:01:39.100,35=D;11=LIT-992;54=1;38=1000;44=91.8;100=L;,35=D;11=DRK-992;54=1;38=1100;44=91.7;100=D;
09:01:39.200,35=D;11=LIT-993;54=2;38=2600;44=91.6;100=L;,35=D;11=DRK-993;54=2;38=900;44=91.5;100=D;
09:01:39.300,35=D;11=LIT-994;54=1;38=700;44=91.7;100=L;,35=D;11=DRK-994;54=1;38=900;44=91.6;100=D;
09:01:39.400,35=D;11=LIT-995;54=2;38=2800;44=91.4;100=L;,35=D;11=DRK-995;54=2;38=1100;44=91.5;100=D;
09:01:39.500,35=D;11=LIT-996;54=1;38=1700;44=91.4;100=L;,35=D;11=DRK-996;54=1;38=1300;44=91.2;100=D;
09:01:39.600,35=D;11=LIT-997;54=2;38=200;44=91.4;100=L;,35=D;11=DRK-997;54=2;38=400;44=91.4;100=D;
09:01:39.700,35=D;11=LIT-998;54=1;38=2000;44=91.7;100=L;,35=D;11=DRK-998;54=1;38=1400;44=91.8;100=D;
09:01:39.800,35=D;11=LIT-999;54=2;38=1400;44=91.5;100=L;,35=D;11=DRK-999;54=2;38=400;44=91.4;100=D;
09:01:39.900,35=D;11=LIT-1000;54=1;38=2500;44=91.4;100=L;,35=D;11=DRK-1000;54=1;38=500;44=91.3;100=D;
09:01:40.000,35=D;11=LIT-1001;54=2;38=2300;44=91.4;100=L;,35=D;11=DRK-1001;54=2;38=1200;44=91.4;100=D;
09:01:40.100,35=D;11=LIT-1002;54=1;38=1500;44=91.6;100=L;,35=D;11=DRK-1002;54=1;38=600;44=91.6;100=D;
09:01:40.200,35=D;11=LIT-1003;54=2;38=1100;44=91.7;100=L;,35=D;11=DRK-1003;54=2;38=1100;44=91.8;100=D;
09:01:40.300,35=D;11=LIT-1004;54=1;38=1800;44=91.8;100=L;,35=D;11=DRK-1004;54=1;38=1400;44=91.9;100=D;
09:01:40.400,35=D;11=LIT-1005;54=2;38=2300;44=91.9;100=L;,35=D;11=DRK-1005;54=2;38=800;44=92.1;100=D;,35=D;11=SOR-08;54=1;38=4000;44=91.7;100=SOR;
09:01:40.500,35=D;11=LIT-1006;54=1;38=1500;44=92.1;100=L;,35=D;11=DRK-1006;54=1;38=300;44=92.2;100=D;
09:01:40.600,35=D;11=LIT-1007;54=2;38=2300;44=92.1;100=L;,35=D;11=DRK-1007;54=2;38=400;44=92.0;100=D;
09:01:40.700,35=D;11=LIT-1008;54=1;38=1200;44=91.8;100=L;,35=D;11=DRK-1008;54=1;38=1500;44=91.9;100=D;
09:01:40.800,35=D;11=LIT-1009;54=2;38=1800;44=91.8;100=L;,35=D;11=DRK-1009;54=2;38=500;44=91.9;100=D;
09:01:40.900,35=D;11=LIT-1010;54=1;38=2600;44=91.8;100=L;,35=D;11=DRK-1010;54=1;38=100;44=91.9;100=D;
09:01:41.000,35=D;11=LIT-1011;54=2;38=1300;44=91.8;100=L;,35=D;11=DRK-1011;54=2;38=300;44=91.9;100=D;
09:01:41.100,35=D;11=LIT-1012;54=1;38=2400;44=92.0;100=L;,35=D;11=DRK-1012;54=1;38=1400;44=92.1;100=D;
09:01:41.200,35=D;11=LIT-1013;54=2;38=1900;44=92.3;100=L;,35=D;11=DRK-1013;54=2;38=1500;44=92.3;100=D;
09:01:41.300,35=D;11=LIT-1014;54=1;38=1000;44=92.1;100=L;,35=D;11=DRK-1014;54=1;38=1500;44=92.0;100=D;
09:01:41.400,35=D;11=LIT-1015;54=2;38=1800;44=92.0;100=L;,35=D;11=DRK-1015;54=2;38=1000;44=92.0;100=D;
09:01:41.500,35=D;11=LIT-1016;54=1;38=400;44=92.0;100=L;,35=D;11=DRK-1016;54=1;38=1300;44=91.9;100=D;
09:01:41.600,35=D;11=LIT-1017;54=2;38=700;44=91.9;100=L;,35=D;11=DRK-1017;54=2;38=100;44=92.1;100=D;
09:01:41.700,35=D;11=LIT-1018;54=1;38=700;44=91.9;100=L;,35=D;11=DRK-1018;54=1;38=1500;44=92.0;100=D;
09:01:41.800,35=D;11=LIT-1019;54=2;38=1200;44=91.8;100=L;,35=D;11=DRK-1019;54=2;38=1100;44=91.9;100=D;
09:01:41.900,35=D;11=LIT-1020;54=1;38=2400;44=91.6;100=L;,35=D;11=DRK-1020;54=1;38=500;44=91.8;100=D;
09:01:42.000,35=D;11=LIT-1021;54=2;38=2300;44=91.8;100=L;,35=D;11=DRK-1021;54=2;38=1100;44=91.9;100=D;
09:01:42.100,35=D;11=LIT-1022;54=1;38=400;44=92.1;100=L;,35=D;11=DRK-1022;54=1;38=200;44=92.0;100=D;
09:01:42.200,35=D;11=LIT-1023;54=2;38=2300;44=91.9;100=L;,35=D;11=DRK-1023;54=2;38=100;44=91.7;100=D;
09:01:42.300,35=D;11=LIT-1024;54=1;38=1700;44=91.9;100=L;,35=D;11=DRK-1024;54=1;38=700;44=91.8;100=D;
09:01:42.400,35=D;11=LIT-1025;54=2;38=200;44=92.1;100=L;,35=D;11=DRK-1025;54=2;38=1300;44=92.0;100=D;
09:01:42.500,35=D;11=LIT-1026;54=1;38=1100;44=91.9;100=L;,35=D;11=DRK-1026;54=1;38=900;44=91.9;100=D;
09:01:42.600,35=D;11=LIT-1027;54=2;38=1500;44=92.0;100=L;,35=D;11=DRK-1027;54=2;38=400;44=91.9;100=D;
09:01:42.700,35=D;11=LIT-1028;54=1;38=3000;44=92.0;100=L;,35=D;11=DRK-1028;54=1;38=800;44=91.9;100=D;
09:01:42.800,35=D;11=LIT-1029;54=2;38=1700;44=92.0;100=L;,35=D;11=DRK-1029;54=2;38=700;44=92.0;100=D;
09:01:42.900,35=D;11=LIT-1030;54=1;38=2800;44=92.0;100=L;,35=D;11=DRK-1030;54=1;38=700;44=91.9;100=D;
09:01:43.000,35=D;11=LIT-1031;54=2;38=200;44=91.9;100=L;,35=D;11=DRK-1031;54=2;38=800;44=91.7;100=D;
09:01:43.100,35=D;11=LIT-1032;54=1;38=1400;44=92.1;100=L;,35=D;11=DRK-1032;54=1;38=1500;44=92.1;100=D;
09:01:43.200,35=D;11=LIT-1033;54=2;38=1400;44=92.1;100=L;,35=D;11=DRK-1033;54=2;38=1300;44=92.1;100=D;
09:01:43.300,35=D;11=LIT-1034;54=1;38=1800;44=92.4;100=L;,35=D;11=DRK-1034;54=1;38=1100;44=92.4;100=D;
09:01:43.400,35=D;11=LIT-1035;54=2;38=2400;44=92.5;100=L;,35=D;11=DRK-1035;54=2;38=800;44=92.5;100=D;
09:01:43.500,35=D;11=LIT-1036;54=1;38=900;44=92.7;100=L;,35=D;11=DRK-1036;54=1;38=500;44=92.7;100=D;
09:01:43.600,35=D;11=LIT-1037;54=2;38=2300;44=92.7;100=L;,35=D;11=DRK-1037;54=2;38=1100;44=92.7;100=D;
09:01:43.700,35=D;11=LIT-1038;54=1;38=1600;44=92.7;100=L;,35=D;11=DRK-1038;54=1;38=1300;44=92.5;100=D;
09:01:43.800,35=D;11=LIT-1039;54=2;38=900;44=92.8;100=L;,35=D;11=DRK-1039;54=2;38=700;44=92.7;100=D;
09:01:43.900,35=D;11=LIT-1040;54=1;38=2700;44=93.0;100=L;,35=D;11=DRK-1040;54=1;38=800;44=92.9;100=D;
09:01:44.000,35=D;11=LIT-1041;54=2;38=2700;44=92.7;100=L;,35=D;11=DRK-1041;54=2;38=900;44=92.8;100=D;
09:01:44.100,35=D;11=LIT-1042;54=1;38=2600;44=92.7;100=L;,35=D;11=DRK-1042;54=1;38=400;44=92.7;100=D;
09:01:44.200,35=D;11=LIT-1043;54=2;38=2400;44=92.8;100=L;,35=D;11=DRK-1043;54=2;38=200;44=92.8;100=D;
09:01:44.300,35=D;11=LIT-1044;54=1;38=600;44=93.0;100=L;,35=D;11=DRK-1044;54=1;38=900;44=92.9;100=D;
09:01:44.400,35=D;11=LIT-1045;54=2;38=2700;44=93.0;100=L;,35=D;11=DRK-1045;54=2;38=1200;44=93.2;100=D;
09:01:44.500,35=D;11=LIT-1046;54=1;38=800;44=93.1;100=L;,35=D;11=DRK-1046;54=1;38=800;44=93.2;100=D;
09:01:44.600,35=D;11=LIT-1047;54=2;38=900;44=93.1;100=L;,35=D;11=DRK-1047;54=2;38=900;44=93.0;100=D;
09:01:44.700,35=D;11=LIT-1048;54=1;38=300;44=92.9;100=L;,35=D;11=DRK-1048;54=1;38=600;44=92.8;100=D;
09:01:44.800,35=D;11=LIT-1049;54=2;38=1900;44=92.9;100=L;,35=D;11=DRK-1049;54=2;38=200;44=93.1;100=D;
09:01:44.900,35=D;11=LIT-1050;54=1;38=600;44=93.1;100=L;,35=D;11=DRK-1050;54=1;38=400;44=93.1;100=D;
09:01:45.000,35=D;11=LIT-1051;54=2;38=1600;44=93.1;100=L;,35=D;11=DRK-1051;54=2;38=700;44=93.3;100=D;
09:01:45.100,35=D;11=LIT-1052;54=1;38=2000;44=93.0;100=L;,35=D;11=DRK-1052;54=1;38=100;44=93.1;100=D;
09:01:45.200,35=D;11=LIT-1053;54=2;38=700;44=92.9;100=L;,35=D;11=DRK-1053;54=2;38=1000;44=93.0;100=D;
09:01:45.300,35=D;11=LIT-1054;54=1;38=1500;44=93.0;100=L;,35=D;11=DRK-1054;54=1;38=1500;44=93.2;100=D;
09:01:45.400,35=D;11=LIT-1055;54=2;38=1700;44=93.2;100=L;,35=D;11=DRK-1055;54=2;38=900;44=93.2;100=D;
09:01:45.500,35=D;11=LIT-1056;54=1;38=700;44=92.9;100=L;,35=D;11=DRK-1056;54=1;38=1200;44=92.9;100=D;
09:01:45.600,35=D;11=LIT-1057;54=2;38=2100;44=92.8;100=L;,35=D;11=DRK-1057;54=2;38=1000;44=92.9;100=D;
09:01:45.700,35=D;11=LIT-1058;54=1;38=2100;44=92.5;100=L;,35=D;11=DRK-1058;54=1;38=1400;44=92.5;100=D;
09:01:45.800,35=D;11=LIT-1059;54=2;38=2400;44=92.5;100=L;,35=D;11=DRK-1059;54=2;38=1300;44=92.4;100=D;
09:01:45.900,35=D;11=LIT-1060;54=1;38=3000;44=92.2;100=L;,35=D;11=DRK-1060;54=1;38=1300;44=92.4;100=D;
09:01:46.000,35=D;11=LIT-1061;54=2;38=2900;44=92.4;100=L;,35=D;11=DRK-1061;54=2;38=1500;44=92.5;100=D;
09:01:46.100,35=D;11=LIT-1062;54=1;38=2100;44=92.6;100=L;,35=D;11=DRK-1062;54=1;38=1200;44=92.5;100=D;
09:01:46.200,35=D;11=LIT-1063;54=2;38=1500;44=92.4;100=L;,35=D;11=DRK-1063;54=2;38=1200;44=92.4;100=D;
09:01:46.300,35=D;11=LIT-1064;54=1;38=1900;44=92.3;100=L;,35=D;11=DRK-1064;54=1;38=1500;44=92.3;100=D;
09:01:46.400,35=D;11=LIT-1065;54=2;38=1300;44=92.4;100=L;,35=D;11=DRK-1065;54=2;38=1500;44=92.4;100=D;
09:01:46.500,35=D;11=LIT-1066;54=1;38=2000;44=92.6;100=L;,35=D;11=DRK-1066;54=1;38=400;44=92.8;100=D;
09:01:46.600,35=D;11=LIT-1067;54=2;38=500;44=92.6;100=L;,35=D;11=DRK-1067;54=2;38=1200;44=92.6;100=D;
09:01:46.700,35=D;11=LIT-1068;54=1;38=2300;44=92.5;100=L;,35=D;11=DRK-1068;54=1;38=1400;44=92.5;100=D;
09:01:46.800,35=D;11=LIT-1069;54=2;38=2900;44=92.7;100=L;,35=D;11=DRK-1069;54=2;38=900;44=92.7;100=D;
09:01:46.900,35=D;11=LIT-1070;54=1;38=2200;44=92.7;100=L;,35=D;11=DRK-1070;54=1;38=1500;44=92.9;100=D;
09:01:47.000,35=D;11=LIT-1071;54=2;38=200;44=92.7;100=L;,35=D;11=DRK-1071;54=2;38=700;44=92.7;100=D;
09:01:47.100,35=D;11=LIT-1072;54=1;38=2400;44=93.1;100=L;,35=D;11=DRK-1072;54=1;38=1200;44=93.0;100=D;
09:01:47.200,35=D;11=LIT-1073;54=2;38=2900;44=93.0;100=L;,35=D;11=DRK-1073;54=2;38=800;44=93.0;100=D;
09:01:47.300,35=D;11=LIT-1074;54=1;38=1600;44=92.8;100=L;,35=D;11=DRK-1074;54=1;38=200;44=92.8;100=D;
09:01:47.400,35=D;11=LIT-1075;54=2;38=2000;44=93.1;100=L;,35=D;11=DRK-1075;54=2;38=900;44=93.1;100=D;
09:01:47.500,35=D;11=LIT-1076;54=1;38=1700;44=92.9;100=L;,35=D;11=DRK-1076;54=1;38=100;44=92.9;100=D;
09:01:47.600,35=D;11=LIT-1077;54=2;38=1300;44=92.9;100=L;,35=D;11=DRK-1077;54=2;38=900;44=92.8;100=D;
09:01:47.700,35=D;11=LIT-1078;54=1;38=1100;44=93.2;100=L;,35=D;11=DRK-1078;54=1;38=1500;44=93.0;100=D;
09:01:47.800,35=D;11=LIT-1079;54=2;38=1300;44=93.0;100=L;,35=D;11=DRK-1079;54=2;38=1400;44=93.1;100=D;
09:01:47.900,35=D;11=LIT-1080;54=1;38=600;44=93.2;100=L;,35=D;11=DRK-1080;54=1;38=500;44=93.2;100=D;
09:01:48.000,35=D;11=LIT-1081;54=2;38=3000;44=92.9;100=L;,35=D;11=DRK-1081;54=2;38=1000;44=92.8;100=D;
09:01:48.100,35=D;11=LIT-1082;54=1;38=500;44=92.8;100=L;,35=D;11=DRK-1082;54=1;38=100;44=92.8;100=D;
09:01:48.200,35=D;11=LIT-1083;54=2;38=2600;44=93.0;100=L;,35=D;11=DRK-1083;54=2;38=1300;44=93.0;100=D;
09:01:48.300,35=D;11=LIT-1084;54=1;38=500;44=93.0;100=L;,35=D;11=DRK-1084;54=1;38=600;44=93.1;100=D;
09:01:48.400,35=D;11=LIT-1085;54=2;38=1500;44=92.7;100=L;,35=D;11=DRK-1085;54=2;38=900;44=92.8;100=D;
09:01:48.500,35=D;11=LIT-1086;54=1;38=900;44=92.8;100=L;,35=D;11=DRK-1086;54=1;38=1000;44=92.9;100=D;
09:01:48.600,35=D;11=LIT-1087;54=2;38=1500;44=93.0;100=L;,35=D;11=DRK-1087;54=2;38=1000;44=92.8;100=D;
09:01:48.700,35=D;11=LIT-1088;54=1;38=2600;44=92.7;100=L;,35=D;11=DRK-1088;54=1;38=1100;44=92.8;100=D;
09:01:48.800,35=D;11=LIT-1089;54=2;38=1000;44=92.9;100=L;,35=D;11=DRK-1089;54=2;38=300;44=93.1;100=D;
09:01:48.900,35=D;11=LIT-1090;54=1;38=1800;44=92.9;100=L;,35=D;11=DRK-1090;54=1;38=800;44=93.1;100=D;
09:01:49.000,35=D;11=LIT-1091;54=2;38=500;44=93.1;100=L;,35=D;11=DRK-1091;54=2;38=900;44=93.1;100=D;
09:01:49.100,35=D;11=LIT-1092;54=1;38=1800;44=93.3;100=L;,35=D;11=DRK-1092;54=1;38=1000;44=93.2;100=D;
09:01:49.200,35=D;11=LIT-1093;54=2;38=1600;44=93.0;100=L;,35=D;11=DRK-1093;54=2;38=100;44=93.0;100=D;
09:01:49.300,35=D;11=LIT-1094;54=1;38=2600;44=93.1;100=L;,35=D;11=DRK-1094;54=1;38=200;44=93.1;100=D;
09:01:49.400,35=D;11=LIT-1095;54=2;38=400;44=92.9;100=L;,35=D;11=DRK-1095;54=2;38=300;44=92.9;100=D;
09:01:49.500,35=D;11=LIT-1096;54=1;38=1400;44=93.0;100=L;,35=D;11=DRK-1096;54=1;38=800;44=93.0;100=D;
09:01:49.600,35=D;11=LIT-1097;54=2;38=1300;44=92.9;100=L;,35=D;11=DRK-1097;54=2;38=100;44=92.7;100=D;
09:01:49.700,35=D;11=LIT-1098;54=1;38=1400;44=92.7;100=L;,35=D;11=DRK-1098;54=1;38=1100;44=92.7;100=D;
09:01:49.800,35=D;11=LIT-1099;54=2;38=2200;44=92.9;100=L;,35=D;11=DRK-1099;54=2;38=800;44=93.1;100=D;
09:01:49.900,35=D;11=LIT-1100;54=1;38=1900;44=92.7;100=L;,35=D;11=DRK-1100;54=1;38=700;44=92.9;100=D;
09:01:50.000,35=D;11=LIT-1101;54=2;38=400;44=93.0;100=L;,35=D;11=DRK-1101;54=2;38=700;44=93.0;100=D;
09:01:50.100,35=D;11=LIT-1102;54=1;38=200;44=92.8;100=L;,35=D;11=DRK-1102;54=1;38=1000;44=92.7;100=D;
09:01:50.200,35=D;11=LIT-1103;54=2;38=1200;44=92.6;100=L;,35=D;11=DRK-1103;54=2;38=400;44=92.6;100=D;
09:01:50.300,35=D;11=LIT-1104;54=1;38=1800;44=92.7;100=L;,35=D;11=DRK-1104;54=1;38=700;44=92.8;100=D;
09:01:50.400,35=D;11=LIT-1105;54=2;38=2900;44=92.7;100=L;,35=D;11=DRK-1105;54=2;38=1500;44=92.8;100=D;
09:01:50.500,35=D;11=LIT-1106;54=1;38=2900;44=92.8;100=L;,35=D;11=DRK-1106;54=1;38=400;44=92.8;100=D;
09:01:50.600,35=D;11=LIT-1107;54=2;38=800;44=93.0;100=L;,35=D;11=DRK-1107;54=2;38=1100;44=92.8;100=D;
09:01:50.700,35=D;11=LIT-1108;54=1;38=1100;44=92.6;100=L;,35=D;11=DRK-1108;54=1;38=600;44=92.8;100=D;
09:01:50.800,35=D;11=LIT-1109;54=2;38=1500;44=92.6;100=L;,35=D;11=DRK-1109;54=2;38=100;44=92.6;100=D;
09:01:50.900,35=D;11=LIT-1110;54=1;38=1200;44=92.4;100=L;,35=D;11=DRK-1110;54=1;38=1500;44=92.6;100=D;
09:01:51.000,35=D;11=LIT-1111;54=2;38=1700;44=92.5;100=L;,35=D;11=DRK-1111;54=2;38=100;44=92.5;100=D;
09:01:51.100,35=D;11=LIT-1112;54=1;38=200;44=92.6;100=L;,35=D;11=DRK-1112;54=1;38=900;44=92.4;100=D;
09:01:51.200,35=D;11=LIT-1113;54=2;38=200;44=92.5;100=L;,35=D;11=DRK-1113;54=2;38=1500;44=92.3;100=D;
09:01:51.300,35=D;11=LIT-1114;54=1;38=600;44=92.4;100=L;,35=D;11=DRK-1114;54=1;38=300;44=92.6;100=D;
09:01:51.400,35=D;11=LIT-1115;54=2;38=1900;44=92.7;100=L;,35=D;11=DRK-1115;54=2;38=1200;44=92.6;100=D;
09:01:51.500,35=D;11=LIT-1116;54=1;38=2200;44=92.7;100=L;,35=D;11=DRK-1116;54=1;38=700;44=92.9;100=D;
09:01:51.600,35=D;11=LIT-1117;54=2;38=800;44=92.7;100=L;,35=D;11=DRK-1117;54=2;38=500;44=92.8;100=D;
09:01:51.700,35=D;11=LIT-1118;54=1;38=500;44=92.9;100=L;,35=D;11=DRK-1118;54=1;38=800;44=93.0;100=D;
09:01:51.800,35=D;11=LIT-1119;54=2;38=1700;44=92.9;100=L;,35=D;11=DRK-1119;54=2;38=1300;44=92.9;100=D;
09:01:51.900,35=D;11=LIT-1120;54=1;38=2200;44=92.9;100=L;,35=D;11=DRK-1120;54=1;38=200;44=92.9;100=D;
09:01:52.000,35=D;11=LIT-1121;54=2;38=200;44=92.8;100=L;,35=D;11=DRK-1121;54=2;38=800;44=92.8;100=D;
09:01:52.100,35=D;11=LIT-1122;54=1;38=1700;44=93.1;100=L;,35=D;11=DRK-1122;54=1;38=800;44=93.0;100=D;
09:01:52.200,35=D;11=LIT-1123;54=2;38=2400;44=93.1;100=L;,35=D;11=DRK-1123;54=2;38=300;44=93.1;100=D;
09:01:52.300,35=D;11=LIT-1124;54=1;38=1500;44=93.4;100=L;,35=D;11=DRK-1124;54=1;38=1000;44=93.5;100=D;
09:01:52.400,35=D;11=LIT-1125;54=2;38=2200;44=93.3;100=L;,35=D;11=DRK-1125;54=2;38=1100;44=93.5;100=D;
09:01:52.500,35=D;11=LIT-1126;54=1;38=400;44=93.1;100=L;,35=D;11=DRK-1126;54=1;38=300;44=93.1;100=D;
09:01:52.600,35=D;11=LIT-1127;54=2;38=1600;44=93.4;100=L;,35=D;11=DRK-1127;54=2;38=900;44=93.4;100=D;
09:01:52.700,35=D;11=LIT-1128;54=1;38=2800;44=93.1;100=L;,35=D;11=DRK-1128;54=1;38=1000;44=93.1;100=D;
09:01:52.800,35=D;11=LIT-1129;54=2;38=700;44=93.1;100=L;,35=D;11=DRK-1129;54=2;38=1300;44=93.2;100=D;
09:01:52.900,35=D;11=LIT-1130;54=1;38=2600;44=93.3;100=L;,35=D;11=DRK-1130;54=1;38=700;44=93.1;100=D;
09:01:53.000,35=D;11=LIT-1131;54=2;38=2800;44=93.3;100=L;,35=D;11=DRK-1131;54=2;38=1100;44=93.3;100=D;
09:01:53.100,35=D;11=LIT-1132;54=1;38=600;44=93.3;100=L;,35=D;11=DRK-1132;54=1;38=200;44=93.3;100=D;
09:01:53.200,35=D;11=LIT-1133;54=2;38=2400;44=93.5;100=L;,35=D;11=DRK-1133;54=2;38=1400;44=93.5;100=D;
09:01:53.300,35=D;11=LIT-1134;54=1;38=400;44=93.3;100=L;,35=D;11=DRK-1134;54=1;38=900;44=93.3;100=D;
09:01:53.400,35=D;11=LIT-1135;54=2;38=2700;44=93.2;100=L;,35=D;11=DRK-1135;54=2;38=500;44=93.1;100=D;
09:01:53.500,35=D;11=LIT-1136;54=1;38=2200;44=93.2;100=L;,35=D;11=DRK-1136;54=1;38=100;44=93.0;100=D;
09:01:53.600,35=D;11=LIT-1137;54=2;38=200;44=93.4;100=L;,35=D;11=DRK-1137;54=2;38=1200;44=93.3;100=D;
09:01:53.700,35=D;11=LIT-1138;54=1;38=1700;44=93.4;100=L;,35=D;11=DRK-1138;54=1;38=300;44=93.4;100=D;
09:01:53.800,35=D;11=LIT-1139;54=2;38=1000;44=93.4;100=L;,35=D;11=DRK-1139;54=2;38=400;44=93.6;100=D;
09:01:53.900,35=D;11=LIT-1140;54=1;38=2900;44=93.6;100=L;,35=D;11=DRK-1140;54=1;38=200;44=93.8;100=D;
09:01:54.000,35=D;11=LIT-1141;54=2;38=1300;44=93.5;100=L;,35=D;11=DRK-1141;54=2;38=500;44=93.7;100=D;
09:01:54.100,35=D;11=LIT-1142;54=1;38=2600;44=93.5;100=L;,35=D;11=DRK-1142;54=1;38=1400;44=93.6;100=D;
09:01:54.200,35=D;11=LIT-1143;54=2;38=2800;44=93.3;100=L;,35=D;11=DRK-1143;54=2;38=1200;44=93.3;100=D;
09:01:54.300,35=D;11=LIT-1144;54=1;38=2400;44=93.4;100=L;,35=D;11=DRK-1144;54=1;38=200;44=93.6;100=D;
09:01:54.400,35=D;11=LIT-1145;54=2;38=800;44=93.6;100=L;,35=D;11=DRK-1145;54=2;38=100;44=93.7;100=D;
09:01:54.500,35=D;11=LIT-1146;54=1;38=1700;44=93.4;100=L;,35=D;11=DRK-1146;54=1;38=1500;44=93.4;100=D;
09:01:54.600,35=D;11=LIT-1147;54=2;38=700;44=93.2;100=L;,35=D;11=DRK-1147;54=2;38=300;44=93.3;100=D;
09:01:54.700,35=D;11=LIT-1148;54=1;38=2600;44=93.1;100=L;,35=D;11=DRK-1148;54=1;38=700;44=93.3;100=D;
09:01:54.800,35=D;11=LIT-1149;54=2;38=3000;44=93.1;100=L;,35=D;11=DRK-1149;54=2;38=1400;44=93.3;100=D;
09:01:54.900,35=D;11=LIT-1150;54=1;38=1200;44=93.3;100=L;,35=D;11=DRK-1150;54=1;38=100;44=93.3;100=D;
09:01:55.000,35=D;11=LIT-1151;54=2;38=1000;44=93.2;100=L;,35=D;11=DRK-1151;54=2;38=700;44=93.0;100=D;
09:01:55.100,35=D;11=LIT-1152;54=1;38=200;44=93.1;100=L;,35=D;11=DRK-1152;54=1;38=1000;44=93.2;100=D;
09:01:55.200,35=D;11=LIT-1153;54=2;38=1300;44=93.1;100=L;,35=D;11=DRK-1153;54=2;38=100;44=93.1;100=D;
09:01:55.300,35=D;11=LIT-1154;54=1;38=1200;44=92.9;100=L;,35=D;11=DRK-1154;54=1;38=400;44=93.1;100=D;
09:01:55.400,35=D;11=LIT-1155;54=2;38=1600;44=92.8;100=L;,35=D;11=DRK-1155;54=2;38=100;44=92.8;100=D;
09:01:55.500,35=D;11=LIT-1156;54=1;38=500;44=93.1;100=L;,35=D;11=DRK-1156;54=1;38=100;44=93.0;100=D;
09:01:55.600,35=D;11=LIT-1157;54=2;38=1000;44=93.2;100=L;,35=D;11=DRK-1157;54=2;38=1200;44=93.1;100=D;
09:01:55.700,35=D;11=LIT-1158;54=1;38=1600;44=93.4;100=L;,35=D;11=DRK-1158;54=1;38=1100;44=93.2;100=D;
09:01:55.800,35=D;11=LIT-1159;54=2;38=1100;44=93.1;100=L;,35=D;11=DRK-1159;54=2;38=800;44=93.2;100=D;
09:01:55.900,35=D;11=LIT-1160;54=1;38=1500;44=93.0;100=L;,35=D;11=DRK-1160;54=1;38=400;44=93.1;100=D;
09:01:56.000,35=D;11=LIT-1161;54=2;38=2000;44=93.3;100=L;,35=D;11=DRK-1161;54=2;38=100;44=93.3;100=D;
09:01:56.100,35=D;11=LIT-1162;54=1;38=400;44=93.3;100=L;,35=D;11=DRK-1162;54=1;38=700;44=93.4;100=D;
09:01:56.200,35=D;11=LIT-1163;54=2;38=2400;44=93.3;100=L;,35=D;11=DRK-1163;54=2;38=900;44=93.2;100=D;
